POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
350-01120,-,0,Yellow,SS,N,N,SFMTA,ON,0,112,CALIFORNIA ST,3525000,Area 5,Downtown,"(37.7935130996, -122.3981733003)"
328-02180,-,0,Grey,SS,N,N,SFMTA,ON,0,218,BEALE ST,2865000,Area 5,Downtown,"(37.7894207024, -122.3937980027)"
418-02040,-,0,Green,SS,N,N,SFMTA,ON,0,204,FOLSOM ST,5652000,Area 5,South Embarcadero,"(37.7893045013, -122.3920927995)"
670-01242,670-01240,2,Grey,MS,N,N,SFMTA,ON,0,122,STILLMAN ST,12192000,Area 5,South Embarcadero,"(37.7814446007, -122.3968140014)"
304-02280,-,0,Grey,SS,N,N,SFMTA,ON,0,228,AUSTIN ST,5792000,Area 3,,"(37.7888378975, -122.4231954997)"
567-00866,567-00860,6,Grey,MS,N,N,SFMTA,ON,0,92,MINT ST,9064000,Area 1,,"(37.7823278018, -122.4074109008)"
471-10050,-,0,Grey,SS,N,N,SFMTA,ON,0,1005,HARRISON ST,6724000,Area 3,,"(37.7770676994, -122.4041645003)"
440-08330,-,0,Red,SS,N,N,SFMTA,ON,0,833,GEARY ST,6116000,Area 3,,"(37.7860975013, -122.4176333022)"
440-09190,-,0,Grey,SS,N,N,SFMTA,ON,0,919,GEARY ST,6117000,Area 3,,"(37.7859324002, -122.4189263002)"
440-09270,-,0,Grey,SS,N,N,SFMTA,ON,0,927,GEARY ST,6117000,Area 3,,"(37.7859046002, -122.4191483983)"
422-01260,-,0,Yellow,SS,N,N,SFMTA,ON,0,126,FRONT ST,5868000,Area 5,Downtown,"(37.7931830985, -122.3986688999)"
470-00760,-,0,Grey,SS,Y,N,SFMTA,ON,0,76,HOWARD ST,7028000,Area 5,Downtown,"(37.7914400984, -122.3924634025)"
470-01030,-,0,Grey,SS,Y,N,SFMTA,ON,0,103,HOWARD ST,7029000,Area 5,Downtown,"(37.7911139027, -122.3926171993)"
470-01090,-,0,Grey,SS,Y,N,SFMTA,ON,0,109,HOWARD ST,7029000,Area 5,Downtown,"(37.7909825974, -122.3927816019)"
606-00260,-,0,Yellow,SS,N,N,SFMTA,ON,0,26,PINE ST,10453000,Area 5,Downtown,"(37.7924961009, -122.3984012992)"
205-00300,-,0,Grey,SS,N,N,SFMTA,ON,0,30,05TH ST,290000,Area 5,Downtown,"(37.7833266006, -122.4073546973)"
442-01170,-,0,Grey,SS,N,N,SFMTA,ON,0,117,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819323995, -122.4128126015)"
442-02130,-,0,Green,SS,N,N,SFMTA,ON,0,213,GOLDEN GATE AVE,6261000,Area 2,,"(37.7817314015, -122.4143648014)"
442-02200,-,0,Green,SS,N,N,SFMTA,ON,0,220,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818403997, -122.4145762992)"
442-02350,-,0,Grey,SS,N,N,SFMTA,ON,0,235,GOLDEN GATE AVE,6262000,Area 2,,"(37.7816598982, -122.4149297026)"
502-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,JONES ST,7565000,Area 2,,"(37.7833288022, -122.4123976973)"
502-03190,-,0,Grey,SS,N,N,SFMTA,ON,0,319,JONES ST,7566000,Area 2,,"(37.7844774974, -122.4127812979)"
502-04020,-,0,Grey,SS,N,N,SFMTA,ON,0,402,JONES ST,7567000,Area 2,,"(37.7850049985, -122.4127322973)"
422-06310,-,0,Grey,SS,N,N,SFMTA,ON,0,631,FRONT ST,5872000,Area 2,,"(37.7975085014, -122.3997085017)"
212-00120,-,0,Grey,SS,N,N,SFMTA,ON,0,12,12TH ST,540000,Area 2,,"(37.7740926993, -122.4200243016)"
546-01140,-,0,Green,SS,N,N,SFMTA,ON,0,114,LEAVENWORTH ST,8239000,Area 2,,"(37.7823876989, -122.4138951019)"
444-11150,-,0,Yellow,SS,N,N,SFMTA,ON,0,1115,GRANT AVE,6398000,Area 2,,"(37.7974115004, -122.4069759023)"
331-04380,-,0,Grey,SS,Y,N,SFMTA,ON,0,438,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7824048986, -122.3946286996)"
331-04610,-,0,Grey,SS,Y,N,SFMTA,ON,0,461,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.7817983002, -122.3950684980)"
330-03130,-,0,Grey,SS,Y,N,SFMTA,ON,0,313,BRANNAN ST,3074000,Area 5,South Embarcadero,"(37.7814909973, -122.3923713022)"
330-03440,-,0,Grey,SS,Y,N,SFMTA,ON,0,344,BRANNAN ST,3075000,Area 5,South Embarcadero,"(37.7812100024, -122.3930284993)"
330-03720,-,0,Grey,SS,Y,N,SFMTA,ON,0,372,BRANNAN ST,3076000,Area 5,South Embarcadero,"(37.7807280988, -122.3936385007)"
686-01010,-,0,Grey,SS,N,N,SFMTA,ON,0,101,TURK ST,12717000,Area 2,,"(37.7831281003, -122.4109589995)"
500-05100,-,0,Grey,SS,N,N,SFMTA,ON,0,510,JACKSON ST,7367000,Area 5,Downtown,"(37.7964046997, -122.4039171000)"
209-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,09TH ST,446000,Area 2,,"(37.7770853059, -122.4159401190)"
209-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,09TH ST,448000,Area 2,,"(37.7760482018, -122.4146380182)"
209-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,09TH ST,449000,Area 2,,"(37.7757520982, -122.4139613022)"
209-01380,-,0,Yellow,SS,N,N,SFMTA,ON,0,138,09TH ST,449000,Area 2,,"(37.7755057027, -122.4139574189)"
720-16230,-,0,Grey,SS,N,N,SFMTA,ON,0,1623,WASHINGTON ST,13431000,Area 3,,"(37.7933449977, -122.4201603008)"
720-17150,-,0,Grey,SS,N,N,SFMTA,ON,0,1715,WASHINGTON ST,13432000,Area 3,,"(37.7931541027, -122.4216676016)"
720-17200,-,0,Grey,SS,N,N,SFMTA,ON,0,1720,WASHINGTON ST,13432000,Area 3,,"(37.7932499972, -122.4217616019)"
650-07090,-,0,Grey,SS,N,N,SFMTA,ON,0,709,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.7934647025, -122.4050806982)"
542-08260,-,0,Grey,SS,N,N,SFMTA,ON,0,826,LARKIN ST,8131000,Area 3,,"(37.7860002992, -122.4179869012)"
542-09270,-,0,Grey,SS,N,N,SFMTA,ON,0,927,LARKIN ST,8133000,Area 3,,"(37.7869173017, -122.4183271003)"
612-07060,-,0,Grey,SS,N,N,SFMTA,ON,0,706,POLK ST,10555000,Area 3,,"(37.7833477006, -122.4191391000)"
472-01290,-,0,Grey,SS,N,N,SFMTA,ON,0,129,HYDE ST,7115000,Area 5,Civic Center,"(37.7823752993, -122.4157283974)"
612-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,POLK ST,10554000,Area 5,Civic Center,"(37.7823202022, -122.4191021972)"
463-00010,-,0,Grey,SS,Y,N,SFMTA,ON,0,1,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7858036988, -122.3991704003)"
571-07120,571-07002,12,Grey,MS,Y,N,SFMTA,ON,0,712,MONTGOMERY ST,9306000,Area 5,Downtown,"(37.7959659015, -122.4033489020)"
400-01370,-,0,Yellow,SS,N,N,SFMTA,ON,0,137,EDDY ST,5059000,Area 1,,"(37.7841408019, -122.4104783979)"
401-02230,-,0,Yellow,SS,N,N,SFMTA,ON,0,223,ELLIS ST,5172000,Area 1,,"(37.7851183497, -122.4102867653)"
401-09210,-,0,Yellow,SS,N,N,SFMTA,ON,0,921,ELLIS ST,5180000,Area 3,,"(37.7836498012, -122.4219094978)"
401-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,ELLIS ST,5180000,Area 3,,"(37.7837232993, -122.4213321020)"
593-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,OFARRELL ST,9724000,Area 1,,"(37.7863336028, -122.4091770013)"
202-03500,-,0,Grey,SS,Y,N,SFMTA,ON,0,350,02ND ST,139000,Area 5,South Embarcadero,"(37.7844663997, -122.3955055975)"
203-05560,-,0,Yellow,SS,Y,N,SFMTA,ON,0,556,03RD ST,178000,Area 5,South Embarcadero,"(37.7802515988, -122.3946509005)"
562-00010,-,0,Yellow,SS,N,N,SFMTA,ON,0,1,MASON ST,8799000,Area 1,,"(37.7835456979, -122.4092155022)"
411-00180,411-00002,18,Grey,MS,Y,N,SFMTA,ON,0,18,FELL ST,5439000,Area 5,Civic Center,"(37.7765585993, -122.4185424985)"
542-03100,542-03002,10,Grey,MS,Y,N,SFMTA,ON,0,310,LARKIN ST,8123000,Area 5,Civic Center,"(37.7808735025, -122.4169519988)"
542-03300,-,0,Grey,SS,N,N,SFMTA,ON,0,330,LARKIN ST,8123000,Area 5,Civic Center,"(37.7813325011, -122.4170452000)"
202-04320,-,0,Grey,SS,Y,N,SFMTA,ON,0,432,02ND ST,140000,Area 5,South Embarcadero,"(37.7836111997, -122.3944349994)"
681-01220,-,0,Red,SS,N,N,SFMTA,ON,0,122,TAYLOR ST,12427000,Area 1,,"(37.7838561022, -122.4108138976)"
681-02030,-,0,Red,SS,N,N,SFMTA,ON,0,203,TAYLOR ST,12428000,Area 1,,"(37.7842927993, -122.4110696015)"
681-02070,-,0,Red,SS,N,N,SFMTA,ON,0,207,TAYLOR ST,12428000,Area 1,,"(37.7844274015, -122.4110965018)"
701-06300,701-06004,30,Grey,MS,Y,N,SFMTA,ON,0,630,VAN NESS AVE,13148202,Area 5,Civic Center,"(37.7818836001, -122.4204508008)"
203-04500,-,0,Yellow,SS,Y,N,SFMTA,ON,0,450,03RD ST,174000,Area 5,South Embarcadero,"(37.7815831982, -122.3963198994)"
328-02120,-,0,Yellow,SS,N,N,SFMTA,ON,0,212,BEALE ST,2865000,Area 5,Downtown,"(37.7895504990, -122.3939608016)"
471-05290,-,0,Grey,SS,Y,N,SFMTA,ON,0,529,HARRISON ST,6712000,Area 5,South Embarcadero,"(37.7854498987, -122.3935514015)"
471-05960,-,0,Grey,SS,Y,N,SFMTA,ON,0,596,HARRISON ST,6713000,Area 5,South Embarcadero,"(37.7845127013, -122.3950628989)"
422-00130,-,0,Red,SS,N,N,SFMTA,ON,0,13,FRONT ST,5867000,Area 5,Downtown,"(37.7921658986, -122.3986172003)"
606-00040,-,0,Grey,SS,N,N,SFMTA,ON,0,4,PINE ST,10453000,Area 5,Downtown,"(37.7925789979, -122.3977506009)"
566-04180,-,0,Yellow,SS,Y,N,SFMTA,ON,0,418,MERCHANT ST,8984000,Area 5,Downtown,"(37.7953917020, -122.4011162982)"
606-01220,-,0,Yellow,SS,N,N,SFMTA,ON,0,122,PINE ST,10454000,Area 5,Downtown,"(37.7923351013, -122.3995781017)"
418-04260,-,0,Grey,SS,N,N,SFMTA,ON,0,426,FOLSOM ST,5656000,Area 5,South Embarcadero,"(37.7874977988, -122.3943799973)"
418-05080,-,0,Grey,SS,N,N,SFMTA,ON,0,508,FOLSOM ST,5657000,Area 5,South Embarcadero,"(37.7871546996, -122.3948133976)"
336-06370,-,0,Grey,SS,N,N,SFMTA,ON,0,637,BUSH ST,3436000,Area 5,Downtown,"(37.7901452006, -122.4083325022)"
561-02270,-,0,Grey,SS,N,N,SFMTA,ON,0,227,MAIN ST,8629000,Area 5,Downtown,"(37.7900238977, -122.3925305025)"
658-01300,-,0,Red,SS,N,N,SFMTA,ON,0,130,SPEAR ST,12045000,Area 5,Downtown,"(37.7918415022, -122.3933134002)"
612-16070,-,0,Grey,SS,N,N,SFMTA,ON,0,1607,POLK ST,10571000,Area 3,,"(37.7917393994, -122.4210008995)"
612-16260,-,0,Grey,SS,N,N,SFMTA,ON,0,1626,POLK ST,10571000,Area 3,,"(37.7920955018, -122.4209161976)"
612-17170,-,0,Grey,SS,N,N,SFMTA,ON,0,1717,POLK ST,10572000,Area 3,,"(37.7927993973, -122.4212155991)"
614-09420,-,0,Grey,SS,N,N,SFMTA,ON,0,942,POST ST,10638000,Area 3,,"(37.7871446067, -122.4179687183)"
467-00030,467-00001,3,Grey,MS,Y,N,SFMTA,ON,0,3,HICKORY ST,6898000,Area 5,Civic Center,"(37.7758276974, -122.4197828022)"
472-08250,-,0,Grey,SS,N,N,SFMTA,ON,0,825,HYDE ST,7123000,Area 3,,"(37.7888361988, -122.4170397014)"
446-00500,446-00004,50,Grey,MS,Y,N,SFMTA,ON,0,50,GROVE ST,6553000,Area 5,Civic Center,"(37.7787489974, -122.4169609004)"
400-06110,-,0,Grey,SS,N,N,SFMTA,ON,0,611,EDDY ST,5064000,Area 5,Civic Center,"(37.7831971002, -122.4179559999)"
666-02250,-,0,Yellow,SS,N,N,SFMTA,ON,0,225,SUTTER ST,12320000,Area 5,Downtown,"(37.7896568988, -122.4047689025)"
720-07380,-,0,Green,SS,N,N,SFMTA,ON,0,738,WASHINGTON ST,13413000,Area 5,Downtown,"(37.7952121002, -122.4062504989)"
444-05150,-,0,Grey,SS,N,N,SFMTA,ON,0,515,GRANT AVE,6391000,Area 5,Downtown,"(37.7919930023, -122.4058859979)"
614-08000,-,0,Green,SS,N,N,SFMTA,ON,0,800,POST ST,10636000,Area 3,,"(37.7875022021, -122.4151504987)"
330-04360,-,0,Grey,SS,Y,N,SFMTA,ON,0,436,BRANNAN ST,3078000,Area 5,South Embarcadero,"(37.7795549006, -122.3951235001)"
203-01490,-,0,Grey,SS,N,N,SFMTA,ON,0,149,03RD ST,167000,Area 5,Downtown,"(37.7854130016, -122.4008276981)"
440-08030,-,0,Red,SS,N,N,SFMTA,ON,0,803,GEARY ST,6116000,Area 3,,"(37.7862193015, -122.4166894999)"
440-09050,-,0,Red,SS,N,N,SFMTA,ON,0,905,GEARY ST,6117000,Area 3,,"(37.7859957003, -122.4184198991)"
350-09300,-,0,Grey,SS,N,N,SFMTA,ON,0,930,CALIFORNIA ST,3540000,Area 2,,"(37.7919823014, -122.4103168004)"
350-09330,-,0,Yellow,SS,N,N,SFMTA,ON,0,933,CALIFORNIA ST,3540000,Area 2,,"(37.7918128026, -122.4103158002)"
600-07190,-,0,Grey,SS,N,N,SFMTA,ON,0,719,PACIFIC AVE,10127000,Area 2,,"(37.7967845005, -122.4074528997)"
542-08240,-,0,Grey,SS,N,N,SFMTA,ON,0,824,LARKIN ST,8131000,Area 3,,"(37.7859307014, -122.4179733002)"
573-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,ALICE B TOKLAS PL,9472000,Area 3,,"(37.7852921010, -122.4205344019)"
593-09030,-,0,Red,SS,N,N,SFMTA,ON,0,903,OFARRELL ST,9735000,Area 3,,"(37.7848872998, -122.4197003019)"
594-01410,-,0,Grey,SS,N,N,SFMTA,ON,0,141,OLIVE ST,9919000,Area 3,,"(37.7843105019, -122.4207346008)"
211-03431,211-03430,1,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3,,"(37.7710417983, -122.4128499010)"
363-01240,-,0,Black,SS,N,N,SFMTA,ON,0,124,COLUMBUS AVE,4288000,MC2,,"(37.7967065991, -122.4048385003)"
446-01250,446-01001,25,Grey,MS,Y,N,SFMTA,ON,0,125,GROVE ST,6554000,Area 5,Civic Center,"(37.7782663003, -122.4192009025)"
666-13370,-,0,Grey,SS,N,N,SFMTA,ON,0,1337,SUTTER ST,12331000,Area 3,,"(37.7872981381, -122.4232366735)"
401-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,ELLIS ST,5177000,Area 3,,"(37.7843453986, -122.4164090023)"
400-06380,-,0,Yellow,SS,N,N,SFMTA,ON,0,638,EDDY ST,5064000,Area 5,Civic Center,"(37.7832119026, -122.4188175981)"
500-02130,-,0,Grey,SS,Y,N,SFMTA,ON,0,213,JACKSON ST,7361000,Area 5,Downtown,"(37.7968196989, -122.4000049976)"
400-07310,-,0,Grey,SS,N,N,SFMTA,ON,0,731,EDDY ST,5065000,Area 5,Civic Center,"(37.7829186981, -122.4201423020)"
442-04190,-,0,Green,SS,N,N,SFMTA,ON,0,419,GOLDEN GATE AVE,6264000,Area 5,Civic Center,"(37.7813145974, -122.4176790004)"
359-07320,-,0,Grey,SS,N,N,SFMTA,ON,0,732,CLAY ST,4087000,Area 5,Downtown,"(37.7943617002, -122.4058446975)"
364-07230,-,0,Grey,SS,N,N,SFMTA,ON,0,723,COMMERCIAL ST,4315000,Area 5,Downtown,"(37.7938734991, -122.4055706986)"
